============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = He (02)   Ion Mass= 004.0030
Energy  = 5489000.E-03 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=800000.E+03 A
  Layer # 1 - Density =0000.0012 g/cm3
  Layer # 1 -  23 % of  O
  Layer # 1 -  76 % of  N
  Layer # 1 -  1 % of Ar
  Layer # 1 -  0 % of  C
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   4.1385E+08 -9.9184E+06 -3.9799E+06
0000002   4.2393E+08 -3.8985E+06  4.0917E+06
0000003   4.1667E+08  2.7417E+06 -1.4758E+06
0000004   4.2295E+08 -6.5852E+06 -5.7821E+06
0000005   4.2228E+08  2.4197E+05  1.7075E+06
0000006   4.2028E+08 -7.2557E+06 -5.2066E+06
0000007   4.2013E+08 -8.8612E+06 -1.1572E+07
0000008   4.1999E+08  5.1823E+06 -2.7430E+06
0000009   4.2325E+08  2.3310E+06  2.1371E+06
0000010   4.1404E+08  2.1153E+07  1.9036E+07
0000011   4.2002E+08 -5.2422E+06  3.0946E+06
0000012   4.1756E+08 -8.0180E+05 -1.7455E+07
0000013   4.1953E+08 -6.2962E+06 -6.1565E+06
0000014   4.2411E+08  1.1812E+07 -3.1830E+06
0000015   4.1667E+08  1.2559E+07 -1.8738E+06
0000016   4.1714E+08 -1.2976E+07  1.2262E+06
0000017   4.1550E+08 -1.0072E+07 -2.6003E+06
0000018   4.1627E+08 -7.4973E+06 -1.2225E+06
0000019   4.1377E+08 -1.1998E+07 -2.6856E+06
0000020   4.1897E+08  9.6415E+05  1.7314E+07
0000021   4.2166E+08 -3.0515E+06  3.5208E+06
0000022   4.1632E+08  5.6123E+06 -4.5985E+06
0000023   4.2078E+08 -2.4863E+06  4.6576E+06
0000024   4.2439E+08 -5.8512E+06  3.8683E+06
0000025   4.1956E+08  8.9605E+06 -1.5301E+06
0000026   4.2291E+08 -1.0828E+07 -5.8114E+06
0000027   4.1432E+08 -9.0224E+06  4.1955E+06
0000028   4.2273E+08 -1.0092E+07  3.2589E+04
0000029   4.2187E+08  3.9136E+06  3.2241E+05
0000030   4.2014E+08 -2.5433E+06 -1.3102E+06
0000031   4.2280E+08  1.7905E+06 -1.2292E+06
0000032   4.2227E+08  3.3656E+05  5.0300E+06
0000033   4.2069E+08 -6.7568E+06 -7.3922E+06
0000034   4.2039E+08 -9.6623E+06 -7.0395E+06
0000035   4.1099E+08  3.3047E+05 -9.8379E+06
0000036   4.2261E+08 -1.5852E+07 -5.3622E+06
0000037   4.1581E+08  5.1552E+06  6.9731E+05
0000038   4.2238E+08  3.4595E+06  7.2616E+06
0000039   4.1953E+08 -3.2349E+06  7.6956E+06
0000040   4.1974E+08 -1.1726E+07 -3.5074E+06
0000041   4.2446E+08 -1.4793E+07  1.2931E+07
0000042   4.2299E+08 -3.4714E+06 -8.3725E+06
0000043   4.2047E+08 -1.9045E+06  6.2674E+06
0000044   4.1793E+08 -5.2040E+06  6.0188E+06
0000045   4.1777E+08 -1.5077E+06  1.3517E+07
0000046   4.1786E+08  3.4370E+06 -1.0819E+06
0000047   4.1762E+08 -1.0265E+06  7.8158E+06
0000048   4.2603E+08 -2.0304E+06  1.8848E+06
0000049   4.2102E+08 -1.1539E+07  8.7472E+06
0000050   4.2541E+08  3.9375E+05 -2.3729E+05
0000051   4.2018E+08 -6.2436E+06 -4.2803E+06
0000052   4.2481E+08  9.7341E+06  4.6445E+06
0000053   4.2220E+08  1.6412E+06  1.0572E+07
0000054   4.2498E+08  9.5076E+06  1.2019E+07
0000055   4.2211E+08  2.1319E+06  6.4172E+06
0000056   4.2267E+08 -3.1330E+05 -1.3946E+05
0000057   4.1594E+08  4.2165E+06 -8.4089E+06
0000058   4.1759E+08  2.0636E+06 -1.8491E+06
0000059   4.1991E+08 -1.4145E+07 -2.0821E+05
0000060   4.1592E+08 -1.2237E+06  2.3938E+06
0000061   4.2590E+08 -6.2286E+06 -4.3541E+06
0000062   4.1843E+08  1.6856E+07 -7.9350E+06
0000063   4.1921E+08 -3.2350E+06 -3.0799E+06
0000064   4.1595E+08 -3.0669E+06 -1.0205E+07
0000065   4.1305E+08  5.0293E+06 -1.9548E+07
0000066   4.2331E+08 -8.5099E+05  1.1711E+06
0000067   4.1918E+08 -1.0777E+06  7.4126E+06
0000068   4.2235E+08 -9.5764E+06 -4.8341E+06
0000069   4.1948E+08 -5.8464E+06  3.3170E+06
0000070   4.1863E+08  4.0521E+06 -2.1944E+06
0000071   4.1694E+08 -5.4657E+06  7.0555E+06
0000072   4.1971E+08 -6.9707E+06 -1.0678E+07
0000073   4.2992E+08 -3.9577E+06  2.9103E+06
0000074   4.1965E+08 -1.2784E+07 -4.7569E+06
0000075   4.1780E+08  2.3334E+06 -3.8721E+06
0000076   4.2104E+08  7.6660E+06 -4.6533E+06
0000077   4.2062E+08 -3.2679E+07  1.8322E+06
0000078   4.1587E+08 -1.9489E+06  2.7563E+07
0000079   4.1760E+08 -1.5335E+06 -2.5214E+06
0000080   4.2311E+08 -1.1341E+07  8.1781E+06
0000081   4.2489E+08  3.2167E+06 -1.3723E+06
0000082   4.1876E+08  4.4808E+06 -1.0498E+07
0000083   4.2369E+08 -1.1588E+06  5.2999E+06
0000084   4.2770E+08  4.1906E+06  8.6314E+06
0000085   4.1922E+08  9.8611E+05  7.5421E+06
0000086   4.2055E+08 -1.9353E+06  8.2377E+06
0000087   4.1929E+08  3.3376E+06  1.8021E+06
0000088   4.2467E+08 -3.3001E+05  1.4504E+06
0000089   4.2294E+08  4.3377E+06 -6.0090E+05
0000090   4.2250E+08 -2.0387E+06 -2.6114E+06
0000091   4.1303E+08 -2.8245E+07  1.9450E+07
0000092   4.1470E+08  5.7051E+06  1.9035E+07
0000093   4.1954E+08 -6.8007E+06 -3.1366E+05
0000094   4.2311E+08  5.1410E+05 -8.5065E+06
0000095   4.2125E+08 -8.6069E+05  2.1181E+06
0000096   4.1791E+08 -1.1087E+07  6.0772E+06
0000097   4.1962E+08  4.5885E+06 -6.1786E+06
0000098   4.1914E+08 -8.6376E+06  4.7950E+06
0000099   4.2016E+08  1.8638E+06 -3.4757E+06
0000100   4.1791E+08  3.6590E+06  9.0108E+05
0000101   4.1119E+08  1.1877E+07 -3.1450E+07
0000102   4.1098E+08  5.5916E+06 -1.2827E+07
0000103   4.2252E+08 -7.6837E+05  7.0434E+06
0000104   4.2054E+08 -1.6636E+06 -1.3662E+07
