============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = He (02)   Ion Mass= 004.0030
Energy  = 6003000.E-03 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=800000.E+03 A
  Layer # 1 - Density =0000.0012 g/cm3
  Layer # 1 -  23 % of  O
  Layer # 1 -  76 % of  N
  Layer # 1 -  1 % of Ar
  Layer # 1 -  0 % of  C
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   4.7636E+08 -1.0418E+07 -6.1382E+06
0000002   4.8236E+08  9.6476E+05  6.5414E+06
0000003   4.7527E+08  7.2565E+06 -1.1718E+06
0000004   4.8496E+08  1.0357E+07  8.1630E+05
0000005   4.8760E+08  3.2839E+06 -4.4158E+06
0000006   4.8799E+08  1.6069E+06 -5.0038E+06
0000007   4.8668E+08  4.5789E+05 -1.4531E+07
0000008   4.8373E+08 -3.6577E+06  1.3005E+06
0000009   4.7979E+08  4.3266E+06  5.0665E+06
0000010   4.7754E+08 -2.9090E+07 -2.8016E+07
0000011   4.7977E+08  1.0747E+07 -1.5281E+06
0000012   4.7797E+08 -8.1409E+06 -1.7684E+07
0000013   4.7157E+08  9.4566E+05  5.4815E+06
0000014   4.8841E+08  5.8070E+05  5.3889E+06
0000015   4.7216E+08  3.2083E+05  2.3344E+06
0000016   4.7259E+08 -2.5352E+07 -3.8649E+07
0000017   4.8577E+08 -5.0311E+06 -7.0836E+06
0000018   4.8235E+08 -1.2592E+07 -5.2917E+06
0000019   4.8118E+08  1.1211E+07 -7.4647E+06
0000020   4.8056E+08  8.4599E+06  1.7871E+07
0000021   4.8508E+08 -4.5047E+04 -1.0365E+07
0000022   4.8505E+08 -1.1189E+07 -3.2104E+06
0000023   4.8162E+08 -5.7547E+06 -8.5496E+06
0000024   4.8140E+08  7.4135E+06  2.1539E+06
0000025   4.8345E+08  1.3258E+07 -5.2673E+06
0000026   4.8825E+08  6.7293E+06  1.5266E+07
0000027   4.8364E+08  1.1130E+07  8.3908E+06
0000028   4.8609E+08 -2.7321E+06 -7.3499E+06
0000029   4.7157E+08 -9.9263E+06 -3.3779E+07
0000030   4.8711E+08  1.1587E+07 -4.0691E+06
0000031   4.7976E+08  5.6626E+06  6.1726E+06
0000032   4.8704E+08 -4.9437E+06 -6.9410E+05
0000033   4.7897E+08  2.5873E+07  2.1921E+07
0000034   4.8031E+08 -2.9314E+06  2.2003E+06
0000035   4.8220E+08 -1.6877E+07  4.0684E+06
0000036   4.7744E+08 -4.8480E+06 -1.1718E+07
0000037   4.8203E+08 -2.0167E+06  9.1025E+06
0000038   4.8628E+08 -3.4784E+06  7.8868E+06
0000039   4.8525E+08 -8.5867E+06 -8.7859E+06
0000040   4.8729E+08  1.7318E+07  1.5559E+07
0000041   4.8481E+08  5.0554E+06 -8.9678E+06
0000042   4.8253E+08  8.8325E+06  6.5293E+05
0000043   4.8168E+08  1.9564E+06 -6.8736E+06
0000044   4.7802E+08  5.2535E+06  1.4432E+07
0000045   4.8377E+08 -9.5951E+06 -2.1162E+05
0000046   4.8359E+08 -6.1154E+06 -1.0094E+07
0000047   4.7838E+08  9.2420E+06  1.6916E+06
0000048   4.8623E+08  4.0238E+06  2.9698E+07
0000049   4.7962E+08 -9.1091E+05  6.4315E+06
0000050   4.7661E+08 -1.2102E+07 -1.2644E+07
0000051   4.8779E+08 -1.5420E+06  3.0090E+06
0000052   4.7973E+08 -9.0641E+06 -7.4668E+06
0000053   4.8891E+08  1.8958E+06  1.4779E+06
0000054   4.9027E+08  6.6175E+06  2.7021E+06
0000055   4.8520E+08  4.5148E+06  4.9314E+06
0000056   4.8146E+08  8.7689E+05  3.3609E+06
0000057   4.7642E+08 -1.5110E+07  5.2696E+05
0000058   4.8197E+08 -4.7392E+05 -2.6671E+06
0000059   4.8815E+08 -1.0199E+07  6.7484E+06
0000060   4.7611E+08 -2.0432E+06  1.9194E+06
0000061   4.8442E+08 -5.4242E+06 -5.2845E+06
0000062   4.7220E+08  1.9778E+04 -1.4930E+06
0000063   4.8167E+08 -1.3112E+06  3.9313E+06
0000064   4.8940E+08 -2.9512E+06  5.2205E+06
0000065   4.8181E+08  2.2592E+06  5.4293E+06
0000066   4.8487E+08 -5.2361E+06  2.7007E+06
0000067   4.8447E+08 -3.4942E+06 -2.0699E+06
0000068   4.9190E+08  5.4439E+06  1.0093E+07
0000069   4.8521E+08 -1.7036E+06  3.6447E+05
0000070   4.8121E+08  1.6695E+06  6.3895E+06
0000071   4.8433E+08 -1.9957E+06 -5.6075E+06
0000072   4.7838E+08 -6.2863E+06  1.4470E+06
0000073   4.7932E+08  1.6412E+05 -2.0012E+06
0000074   4.7749E+08  8.1265E+06 -1.2018E+06
0000075   4.8133E+08  2.5725E+07 -1.5425E+07
0000076   4.7540E+08 -2.7007E+07 -5.3029E+06
0000077   4.8120E+08 -3.0748E+06 -2.5482E+05
0000078   4.8493E+08 -7.4371E+06 -1.1899E+07
0000079   4.8342E+08 -2.1574E+06 -4.6809E+06
0000080   4.8015E+08  1.0910E+07  5.4645E+06
0000081   4.8366E+08  4.2860E+06 -5.6029E+05
0000082   4.8753E+08  1.5549E+06  3.7214E+06
0000083   4.8071E+08  2.1259E+06 -1.0685E+07
0000084   4.8540E+08  6.4917E+06 -7.9347E+06
0000085   4.8474E+08 -4.5709E+06  2.2741E+06
0000086   4.7962E+08 -9.4451E+05  9.4978E+06
0000087   4.7847E+08  5.9523E+06 -1.5483E+06
0000088   4.7847E+08  1.7846E+05 -2.2603E+06
0000089   4.7533E+08  2.4905E+06 -8.1303E+06
0000090   4.8166E+08 -2.0218E+06 -4.2068E+06
0000091   4.7754E+08 -7.9336E+06 -5.4776E+06
0000092   4.7474E+08  1.5062E+06 -2.6493E+06
0000093   4.7232E+08 -1.3625E+07 -1.2615E+06
0000094   4.7877E+08 -5.0476E+06 -9.9591E+06
0000095   4.8705E+08 -6.4330E+06  3.1889E+06
0000096   4.8476E+08 -1.3498E+07 -9.8303E+06
0000097   4.8299E+08 -1.3170E+06 -5.2037E+06
0000098   4.7364E+08  7.6272E+05  8.8890E+06
0000099   4.7992E+08 -1.4096E+07 -3.6845E+06
0000100   4.8699E+08 -9.1826E+05  7.2330E+05
0000101   4.7797E+08  7.5224E+05  5.6251E+06
0000102   4.7906E+08  4.1241E+06  1.2263E+06
0000103   4.8584E+08  1.2063E+07 -1.8148E+06
0000104   4.7960E+08 -7.5959E+06  2.3285E+07
